family,index,seed,method,degree,global_rmse,local_rmse,p95_abs,condition
smooth_low_variation,1,20330514,jittered_grid,5,0.0008563010984711624,0.0014191475538502412,0.0011308941672745322,322.52608837446894
smooth_low_variation,1,20330514,jittered_grid,7,0.0011147333503363078,0.002271303016677926,0.0019355607770921435,6588.301193720263
smooth_low_variation,1,20330514,jittered_grid,9,0.0004831366629748658,0.0010378555076522597,0.0005204593917290628,127991.77208692546
smooth_low_variation,1,20330514,jittered_grid,11,0.0005880696083409324,0.0012006962657669226,0.0005819591639243764,287357.06184214924
smooth_low_variation,1,20330514,afp_baseline,3,0.0012853639306141804,0.0009926772910421851,0.0025533041679629592,17.632499216035097
smooth_low_variation,1,20330514,afp_baseline,5,0.0005434592850568635,0.0005932514752814242,0.0010808956940489363,184.92780925138842
smooth_low_variation,1,20330514,afp_baseline,7,0.00015708300977839118,0.0002397480397498938,0.00029573343696165377,2340.3098733699644
smooth_low_variation,1,20330514,afp_baseline,9,6.997090988372595e-05,0.00012220451051028186,0.00012794622938393967,69466.65845872041
smooth_low_variation,1,20330514,afp_baseline,11,0.00016045263074078935,0.00030905368911713304,0.00029921294045659247,145631.78648890014
smooth_low_variation,1,20330514,hessian_weighted,3,0.0013015853835320296,0.0009698819803880608,0.0026493611910924277,17.641511947813978
smooth_low_variation,1,20330514,hessian_weighted,5,0.0005316282990000134,0.0004952951546274303,0.0010043012027371643,201.81701610776773
smooth_low_variation,1,20330514,hessian_weighted,7,0.00017167504124681557,0.00023250694131904428,0.00034349017842685717,2513.507627870431
smooth_low_variation,1,20330514,hessian_weighted,9,8.506381821085261e-05,0.00010631106528496708,0.0001483433688801762,44681.46662069308
smooth_low_variation,1,20330514,hessian_weighted,11,0.0002020717361035452,0.00028391602356299465,0.00036662052838690173,124566.02075957993
smooth_low_variation,1,20330514,afp_exchange,3,0.001360647697908142,0.0009086680869749351,0.002967245406932919,18.6990375258162
smooth_low_variation,1,20330514,afp_exchange,5,0.0005355272859713488,0.0005045982126598693,0.0010626335034787057,211.90368708031687
smooth_low_variation,1,20330514,afp_exchange,7,0.00016858522286784504,0.00018110876227805673,0.0003734955110167627,2519.6211675044137
smooth_low_variation,1,20330514,afp_exchange,9,5.191278600192253e-05,6.807488973558521e-05,0.0001063744843158627,58835.559833899366
smooth_low_variation,1,20330514,afp_exchange,11,9.22816348151738e-05,0.0001606836288169386,0.00018065833379123374,149984.3187673354
smooth_low_variation,2,20330515,regular_grid,3,0.0010852005902493478,0.0012485659610756263,0.0018293757854775314,24.94365478273628
smooth_low_variation,2,20330515,regular_grid,5,0.0006159602480117527,0.0007497697557734429,0.0011535198654128401,327.43361648915993
smooth_low_variation,2,20330515,regular_grid,7,0.0009896459476133644,0.002002961135317981,0.0018263504684964522,7676.108739186785
smooth_low_variation,2,20330515,regular_grid,9,0.0008157005278333885,0.0013863051611409712,0.001863801592936927,7.740388647875343e+17
smooth_low_variation,2,20330515,regular_grid,11,0.0006587886481552587,0.0010874858654757562,0.00159833249076015,4.049534361189323e+17
smooth_low_variation,2,20330515,random_uniform,3,0.0010872104464261158,0.0014135944702304529,0.0019031607694290026,23.24438107990041
smooth_low_variation,2,20330515,random_uniform,5,0.000698002057898034,0.0010510669537858086,0.0013401774428699242,258.2606977716536
smooth_low_variation,2,20330515,random_uniform,7,0.0005198068764278104,0.0010178462947767444,0.0007824580368598275,3545.0695339849008
smooth_low_variation,2,20330515,random_uniform,9,0.0003954122884380252,0.0008090435334570493,0.0005825625716249444,219372.11244463464
smooth_low_variation,2,20330515,random_uniform,11,0.0007318721724498054,0.0015061095599575563,0.0009288120656798147,769827.3475231158
smooth_low_variation,2,20330515,jittered_grid,3,0.001081914626425441,0.0012610918806425769,0.0018097397777347437,22.085359087596206
smooth_low_variation,2,20330515,jittered_grid,5,0.0007042819479674038,0.0010699762916577687,0.0012239263761974852,242.8939424354079
